chart,country,fiscal_year,value,center,lcl,ucl,sigma,robust_z,n_baseline,rule,severity,explanation,abs_z,incident_id
A_level,Georgia,2024,8232.7,48406153.900000006,0.0,175595326.85704902,42396390.985683,-1.1415575730571896,10,sustained_shift,medium,"Georgia FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,406,154 - the level has shifted rather than spiked.",1.1415575730571896,
A_level,Vietnam,2022,690011262.7,1050267616.2,96390227.42856026,2004145004.9714398,317959129.5904799,-1.1330272351795572,10,sustained_shift,medium,"Vietnam FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,050,267,616 - the level has shifted rather than spiked.",1.1330272351795572,
A_level,Liberia,2026,122387912.9,73586299.84,0.0,206624368.870972,44346023.010324,1.1004732723978137,10,sustained_shift,medium,"Liberia FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $73,586,300 - the level has shifted rather than spiked.",1.1004732723978137,
A_level,Georgia,2020,2203233.36,48406153.900000006,0.0,175595326.85704902,42396390.985683,-1.0897842827141218,10,sustained_shift,medium,"Georgia FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,406,154 - the level has shifted rather than spiked.",1.0897842827141218,
A_level,Georgia,2023,4363339.3,48406153.900000006,0.0,175595326.85704902,42396390.985683,-1.0388340511076284,10,sustained_shift,medium,"Georgia FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,406,154 - the level has shifted rather than spiked.",1.0388340511076284,
A_level,Georgia,2022,4904742.24,48406153.900000006,0.0,175595326.85704902,42396390.985683,-1.026064026881207,10,sustained_shift,medium,"Georgia FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,406,154 - the level has shifted rather than spiked.",1.026064026881207,
A_level,Samoa,2023,27674707.96,13628667.06,0.0,55916830.113759,14096054.351253001,0.996451953858382,10,sustained_shift,medium,"Samoa FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $13,628,667 - the level has shifted rather than spiked.",0.996451953858382,
A_level,Guyana,2022,11091231.67,5592748.529999999,0.0,22519398.086858995,5642216.518952998,0.9745253698665804,10,sustained_shift,medium,"Guyana FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $5,592,749 - the level has shifted rather than spiked.",0.9745253698665804,
A_level,Central Asia,2024,-1411.79,1726108.0,0.0,7089150.197652999,1787680.7325509998,-0.9663469312749425,10,beyond_limits,medium,"Central Asia FY2024: disbursement of $-1,412 is below the expected range $0 to $7,089,150 (learned from FY2010-2019, where a typical year was $1,726,108); that is 1.0 robust sigmas from the typical year (limits sit at 3), so -2.0 beyond the $0 limit.",0.9663469312749425,
A_level,Nigeria,2020,989880048.7,819493219.3499999,289524142.56473947,1349462296.1352603,176656358.92842016,0.96451002603897,10,sustained_shift,medium,"Nigeria FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $819,493,219 - the level has shifted rather than spiked.",0.96451002603897,
A_level,Bangladesh,2020,1369681205.0,839475072.6,0.0,2506199272.2352495,555574733.2117499,0.9543380947778253,10,sustained_shift,medium,"Bangladesh FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $839,475,073 - the level has shifted rather than spiked.",0.9543380947778253,
A_level,Albania,2022,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked.",0.9273571148096624,
A_level,Albania,2023,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked.",0.9273571148096624,
A_level,Albania,2024,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked.",0.9273571148096624,
A_level,Albania,2025,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked.",0.9273571148096624,
A_level,Albania,2026,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked.",0.9273571148096624,
A_level,Albania,2021,32506.63,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9252198066148808,10,sustained_shift,medium,"Albania FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked.",0.9252198066148808,
A_level,Armenia,2020,7113788.01,16417967.305,0.0,46864897.83958,10148976.84486,-0.9167603234519298,10,sustained_shift,medium,"Armenia FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $16,417,967 - the level has shifted rather than spiked.",0.9167603234519298,
A_level,Albania,2020,402529.74,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9008908181820114,10,sustained_shift,medium,"Albania FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked.",0.9008908181820114,
A_level,Georgia,2021,10227193.39,48406153.900000006,0.0,175595326.85704902,42396390.985683,-0.9005238328633398,10,sustained_shift,medium,"Georgia FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,406,154 - the level has shifted rather than spiked.",0.9005238328633398,
A_level,Armenia,2021,7631248.55,16417967.305,0.0,46864897.83958,10148976.84486,-0.8657738498487241,10,sustained_shift,medium,"Armenia FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $16,417,967 - the level has shifted rather than spiked.",0.8657738498487241,
A_level,Iraq,2020,0.0,34558498.015,0.0,162492803.56717902,42644768.517393,-0.8103807153016916,10,sustained_shift,medium,"Iraq FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $34,558,498 - the level has shifted rather than spiked.",0.8103807153016916,
A_level,Iraq,2021,0.0,34558498.015,0.0,162492803.56717902,42644768.517393,-0.8103807153016916,10,sustained_shift,medium,"Iraq FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $34,558,498 - the level has shifted rather than spiked.",0.8103807153016916,
A_level,Iraq,2022,0.0,34558498.015,0.0,162492803.56717902,42644768.517393,-0.8103807153016916,10,sustained_shift,medium,"Iraq FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $34,558,498 - the level has shifted rather than spiked.",0.8103807153016916,
A_level,Iraq,2023,0.0,34558498.015,0.0,162492803.56717902,42644768.517393,-0.8103807153016916,10,sustained_shift,medium,"Iraq FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $34,558,498 - the level has shifted rather than spiked.",0.8103807153016916,
A_level,Iraq,2024,0.0,34558498.015,0.0,162492803.56717902,42644768.517393,-0.8103807153016916,10,sustained_shift,medium,"Iraq FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $34,558,498 - the level has shifted rather than spiked.",0.8103807153016916,
A_level,Iraq,2025,0.0,34558498.015,0.0,162492803.56717902,42644768.517393,-0.8103807153016916,10,sustained_shift,medium,"Iraq FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $34,558,498 - the level has shifted rather than spiked.",0.8103807153016916,
A_level,Iraq,2026,0.0,34558498.015,0.0,162492803.56717902,42644768.517393,-0.8103807153016916,10,sustained_shift,medium,"Iraq FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $34,558,498 - the level has shifted rather than spiked.",0.8103807153016916,
A_level,Montenegro,2020,0.0,241075.99,0.0,1313333.7783219998,357419.26277399994,-0.6744907594765952,10,sustained_shift,medium,"Montenegro FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $241,076 - the level has shifted rather than spiked.",0.6744907594765952,
A_level,Montenegro,2021,0.0,241075.99,0.0,1313333.7783219998,357419.26277399994,-0.6744907594765952,10,sustained_shift,medium,"Montenegro FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $241,076 - the level has shifted rather than spiked.",0.6744907594765952,
A_level,Montenegro,2022,0.0,241075.99,0.0,1313333.7783219998,357419.26277399994,-0.6744907594765952,10,sustained_shift,medium,"Montenegro FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $241,076 - the level has shifted rather than spiked.",0.6744907594765952,
A_level,Montenegro,2023,0.0,241075.99,0.0,1313333.7783219998,357419.26277399994,-0.6744907594765952,10,sustained_shift,medium,"Montenegro FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $241,076 - the level has shifted rather than spiked.",0.6744907594765952,
A_level,Montenegro,2024,0.0,241075.99,0.0,1313333.7783219998,357419.26277399994,-0.6744907594765952,10,sustained_shift,medium,"Montenegro FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $241,076 - the level has shifted rather than spiked.",0.6744907594765952,
A_level,Montenegro,2025,0.0,241075.99,0.0,1313333.7783219998,357419.26277399994,-0.6744907594765952,10,sustained_shift,medium,"Montenegro FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $241,076 - the level has shifted rather than spiked.",0.6744907594765952,
A_level,Montenegro,2026,0.0,241075.99,0.0,1313333.7783219998,357419.26277399994,-0.6744907594765952,10,sustained_shift,medium,"Montenegro FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $241,076 - the level has shifted rather than spiked.",0.6744907594765952,
A_level,Serbia,2020,0.0,1937696.57,0.0,10574614.990529,2878972.806843,-0.6730513624145076,10,sustained_shift,medium,"Serbia FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,937,697 - the level has shifted rather than spiked.",0.6730513624145076,
A_level,Serbia,2021,0.0,1937696.57,0.0,10574614.990529,2878972.806843,-0.6730513624145076,10,sustained_shift,medium,"Serbia FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,937,697 - the level has shifted rather than spiked.",0.6730513624145076,
A_level,Serbia,2022,0.0,1937696.57,0.0,10574614.990529,2878972.806843,-0.6730513624145076,10,sustained_shift,medium,"Serbia FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,937,697 - the level has shifted rather than spiked.",0.6730513624145076,
A_level,Serbia,2023,0.0,1937696.57,0.0,10574614.990529,2878972.806843,-0.6730513624145076,10,sustained_shift,medium,"Serbia FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,937,697 - the level has shifted rather than spiked.",0.6730513624145076,
A_level,Serbia,2024,0.0,1937696.57,0.0,10574614.990529,2878972.806843,-0.6730513624145076,10,sustained_shift,medium,"Serbia FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,937,697 - the level has shifted rather than spiked.",0.6730513624145076,
A_level,Serbia,2025,0.0,1937696.57,0.0,10574614.990529,2878972.806843,-0.6730513624145076,10,sustained_shift,medium,"Serbia FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,937,697 - the level has shifted rather than spiked.",0.6730513624145076,
A_level,Serbia,2026,0.0,1937696.57,0.0,10574614.990529,2878972.806843,-0.6730513624145076,10,sustained_shift,medium,"Serbia FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,937,697 - the level has shifted rather than spiked.",0.6730513624145076,
A_level,"Congo, Democratic Republic of",2020,448537952.9,389153250.29999995,124027151.77677,654279348.8232299,88375366.17440999,0.6719599043335618,10,sustained_shift,medium,"Congo, Democratic Republic of FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $389,153,250 - the level has shifted rather than spiked.",0.6719599043335618,
A_level,Lesotho,2021,35349417.42,24176892.15,0.0,75661244.66647798,17161450.838825997,0.6510245185519704,10,sustained_shift,medium,"Lesotho FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $24,176,892 - the level has shifted rather than spiked.",0.6510245185519704,
A_level,Tonga,2020,15846898.47,12328193.559999999,0.0,30330700.087179992,6000835.509059997,0.5863691655416148,10,sustained_shift,medium,"Tonga FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $12,328,194 - the level has shifted rather than spiked.",0.5863691655416148,
A_level,Guyana,2020,8477961.16,5592748.529999999,0.0,22519398.086858995,5642216.518952998,0.5113615580522595,10,sustained_shift,medium,"Guyana FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $5,592,749 - the level has shifted rather than spiked.",0.5113615580522595,
A_level,Liberia,2021,96054066.73,73586299.84,0.0,206624368.870972,44346023.010324,0.5066467151917857,10,sustained_shift,medium,"Liberia FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $73,586,300 - the level has shifted rather than spiked.",0.5066467151917857,
A_level,Vietnam,2020,897497860.0,1050267616.2,96390227.42856026,2004145004.9714398,317959129.5904799,-0.48046978992791334,10,sustained_shift,medium,"Vietnam FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $1,050,267,616 - the level has shifted rather than spiked.",0.48046978992791334,
A_level,Samoa,2021,19133643.05,13628667.06,0.0,55916830.113759,14096054.351253001,0.39053311322616047,10,sustained_shift,medium,"Samoa FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $13,628,667 - the level has shifted rather than spiked.",0.39053311322616047,
A_level,Kosovo,2020,12030964.9,10497203.649999999,0.0,23096755.957572993,4199850.769190998,0.3651942257689896,10,sustained_shift,medium,"Kosovo FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $10,497,204 - the level has shifted rather than spiked.",0.3651942257689896,
A_level,Lao People's Democratic Republic,2020,62510019.98,57412168.385000005,14893084.250689976,99931252.51931003,14173028.04477001,0.3596868346620643,10,sustained_shift,medium,"Lao People's Democratic Republic FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $57,412,168 - the level has shifted rather than spiked.",0.3596868346620643,
A_level,Guinea,2022,75173465.77,64060465.815,0.0,177364734.289047,37768089.491349,0.2942431058776615,10,sustained_shift,medium,"Guinea FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $64,060,466 - the level has shifted rather than spiked.",0.2942431058776615,
A_level,Nepal,2024,268524588.7,244909555.25,1924736.7816500068,487894373.71835,80994939.48945,0.29156183829331667,10,sustained_shift,medium,"Nepal FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $244,909,555 - the level has shifted rather than spiked.",0.29156183829331667,
A_level,Bosnia and Herzegovina,2020,26299014.29,29427582.195,0.0,63136980.92367,11236466.24289,-0.2784298762059324,10,sustained_shift,medium,"Bosnia and Herzegovina FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $29,427,582 - the level has shifted rather than spiked.",0.2784298762059324,
A_level,Samoa,2025,16608030.02,13628667.06,0.0,55916830.113759,14096054.351253001,0.21136148355835213,10,sustained_shift,medium,"Samoa FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $13,628,667 - the level has shifted rather than spiked.",0.21136148355835213,
A_level,Guyana,2021,6650620.14,5592748.529999999,0.0,22519398.086858995,5642216.518952998,0.18749220389654683,10,sustained_shift,medium,"Guyana FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $5,592,749 - the level has shifted rather than spiked.",0.18749220389654683,
A_level,Samoa,2024,15201071.06,13628667.06,0.0,55916830.113759,14096054.351253001,0.11154922936716888,10,sustained_shift,medium,"Samoa FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $13,628,667 - the level has shifted rather than spiked.",0.11154922936716888,
A_level,Lao People's Democratic Republic,2021,58279351.62,57412168.385000005,14893084.250689976,99931252.51931003,14173028.04477001,0.06118545961108087,10,sustained_shift,medium,"Lao People's Democratic Republic FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $57,412,168 - the level has shifted rather than spiked.",0.06118545961108087,
A_level,Haiti,2023,76505822.7,76046764.6,266245.96151797473,151827283.238482,25260172.879494008,0.01817319707944946,10,sustained_shift,medium,"Haiti FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $76,046,765 - the level has shifted rather than spiked.",0.01817319707944946,
A_level,Niger,2024,148350553.1,148193009.25,0.0,378238661.35115993,76681884.03371997,0.00205451198787338,10,sustained_shift,medium,"Niger FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $148,193,009 - the level has shifted rather than spiked.",0.00205451198787338,
B_growth,Chad,2021,-0.6969669306542434,0.13357231528656344,-0.0583505646166525,0.3254951951897794,0.06397429330107197,-12.98239031781364,9,beyond_limits,high,"Chad FY2021: year-over-year change of -50% is below the expected range -6% to +38% (learned from FY2010-2019, where a typical year was +14%); that is 13.0 robust sigmas from the typical year (limits sit at 3), so 10.0 beyond the -6% limit.",12.98239031781364,Chad FY2020-2021
B_growth,Cameroon,2020,1.0216553412724194,-0.037046733729382796,-0.3137117083026979,0.23961824084393232,0.09222165819110505,11.479972229602742,9,beyond_limits,high,"Cameroon FY2020: year-over-year change of +178% is above the expected range -27% to +27% (learned from FY2010-2019, where a typical year was -4%); that is 11.5 robust sigmas from the typical year (limits sit at 3), so 8.5 beyond the +27% limit.",11.479972229602742,Cameroon FY2020-2022
B_growth,Chad,2024,0.6878738318548578,0.13357231528656344,-0.0583505646166525,0.3254951951897794,0.06397429330107197,8.66444141805012,9,beyond_limits,high,"Chad FY2024: year-over-year change of +99% is above the expected range -6% to +38% (learned from FY2010-2019, where a typical year was +14%); that is 8.7 robust sigmas from the typical year (limits sit at 3), so 5.7 beyond the +38% limit.",8.66444141805012,Chad FY2023-2024
B_growth,Kosovo,2021,2.020779247883852,-0.1298309914075522,-0.9132492108160568,0.6535872280009525,0.26113940646950157,8.235487199602614,9,beyond_limits,high,"Kosovo FY2021: year-over-year change of +654% is above the expected range -60% to +92% (learned from FY2010-2019, where a typical year was -12%); that is 8.2 robust sigmas from the typical year (limits sit at 3), so 5.2 beyond the +92% limit.",8.235487199602614,Kosovo FY2021-2024
B_growth,Uzbekistan,2020,-1.4036680464726865,0.18812793832503405,-0.449342162609079,0.8255980392591471,0.21249003364470434,-7.491155973269295,9,beyond_limits,high,"Uzbekistan FY2020: year-over-year change of -75% is below the expected range -36% to +128% (learned from FY2010-2019, where a typical year was +21%); that is 7.5 robust sigmas from the typical year (limits sit at 3), so 4.5 beyond the -36% limit.",7.491155973269295,Uzbekistan FY2020-2021
B_growth,Kosovo,2026,1.7578011594513925,-0.1298309914075522,-0.9132492108160568,0.6535872280009525,0.26113940646950157,7.228446201892555,9,beyond_limits,high,"Kosovo FY2026: year-over-year change of +480% is above the expected range -60% to +92% (learned from FY2010-2019, where a typical year was -12%); that is 7.2 robust sigmas from the typical year (limits sit at 3), so 4.2 beyond the +92% limit.",7.228446201892555,Kosovo FY2026
B_growth,Chad,2023,0.5710275826164023,0.13357231528656344,-0.0583505646166525,0.3254951951897794,0.06397429330107197,6.83798514617603,9,beyond_limits,high,"Chad FY2023: year-over-year change of +77% is above the expected range -6% to +38% (learned from FY2010-2019, where a typical year was +14%); that is 6.8 robust sigmas from the typical year (limits sit at 3), so 3.8 beyond the +38% limit.",6.83798514617603,Chad FY2023-2024
B_growth,Nicaragua,2026,-2.361017700587307,-0.09726132302810155,-1.1508365161706138,0.9563138701144106,0.351191731047504,-6.445927330939914,9,beyond_limits,high,"Nicaragua FY2026: year-over-year change of -91% is below the expected range -68% to +160% (learned from FY2010-2019, where a typical year was -9%); that is 6.4 robust sigmas from the typical year (limits sit at 3), so 3.4 beyond the -68% limit.",6.445927330939914,Nicaragua FY2026
B_growth,Cameroon,2021,-0.6242494544521582,-0.037046733729382796,-0.3137117083026979,0.23961824084393232,0.09222165819110505,-6.367297359866949,9,beyond_limits,high,"Cameroon FY2021: year-over-year change of -46% is below the expected range -27% to +27% (learned from FY2010-2019, where a typical year was -4%); that is 6.4 robust sigmas from the typical year (limits sit at 3), so 3.4 beyond the -27% limit.",6.367297359866949,Cameroon FY2020-2022
B_growth,Central Asia,2024,-3.412659826120832,-0.01282853451158933,-1.6978856073922348,1.6722285383690563,0.5616856909602151,-6.052907072988007,9,beyond_limits,high,"Central Asia FY2024: year-over-year change of -97% is below the expected range -82% to +432% (learned from FY2010-2019, where a typical year was -1%); that is 6.1 robust sigmas from the typical year (limits sit at 3), so 3.1 beyond the -82% limit.",6.052907072988007,Central Asia FY2024
B_growth,Cameroon,2025,0.43785074589923595,-0.037046733729382796,-0.3137117083026979,0.23961824084393232,0.09222165819110505,5.149522237439268,9,beyond_limits,high,"Cameroon FY2025: year-over-year change of +55% is above the expected range -27% to +27% (learned from FY2010-2019, where a typical year was -4%); that is 5.1 robust sigmas from the typical year (limits sit at 3), so 2.1 beyond the +27% limit.",5.149522237439268,Cameroon FY2025-2026
B_growth,Haiti,2023,-0.6058156591390644,0.11136283993049326,-0.319108190155441,0.5418338700164275,0.14349034336197808,-4.998095915488588,9,beyond_limits,medium,"Haiti FY2023: year-over-year change of -45% is below the expected range -27% to +72% (learned from FY2010-2019, where a typical year was +12%); that is 5.0 robust sigmas from the typical year (limits sit at 3), so 2.0 beyond the -27% limit.",4.998095915488588,Haiti FY2023-2024
B_growth,Pakistan,2020,0.8481538989155519,-0.2138872329185757,-0.8740112030544146,0.4462367372172632,0.22004132337861296,4.826553101604157,9,beyond_limits,medium,"Pakistan FY2020: year-over-year change of +134% is above the expected range -58% to +56% (learned from FY2010-2019, where a typical year was -19%); that is 4.8 robust sigmas from the typical year (limits sit at 3), so 1.8 beyond the +56% limit.",4.826553101604157,Pakistan FY2020
B_growth,"Congo, Democratic Republic of",2023,0.7027380685042234,-0.028563259704404115,-0.48741582329205935,0.43028930388325115,0.15295085452921842,4.781283049771559,9,beyond_limits,medium,"Congo, Democratic Republic of FY2023: year-over-year change of +102% is above the expected range -39% to +54% (learned from FY2010-2019, where a typical year was -3%); that is 4.8 robust sigmas from the typical year (limits sit at 3), so 1.8 beyond the +54% limit.",4.781283049771559,"Congo, Democratic Republic of FY2023-2025"
B_growth,Mongolia,2020,2.1072552095416515,-0.1513241970695434,-1.5858674417651613,1.2832190476260745,0.47818108156520595,4.72327219474744,9,beyond_limits,medium,"Mongolia FY2020: year-over-year change of +723% is above the expected range -80% to +261% (learned from FY2010-2019, where a typical year was -14%); that is 4.7 robust sigmas from the typical year (limits sit at 3), so 1.7 beyond the +261% limit.",4.72327219474744,Mongolia FY2020
B_growth,Haiti,2024,0.7706173014528861,0.11136283993049326,-0.319108190155441,0.5418338700164275,0.14349034336197808,4.594416920860763,9,beyond_limits,medium,"Haiti FY2024: year-over-year change of +116% is above the expected range -27% to +72% (learned from FY2010-2019, where a typical year was +12%); that is 4.6 robust sigmas from the typical year (limits sit at 3), so 1.6 beyond the +72% limit.",4.594416920860763,Haiti FY2023-2024
B_growth,Kosovo,2023,1.0361711680593584,-0.1298309914075522,-0.9132492108160568,0.6535872280009525,0.26113940646950157,4.465056328459902,9,beyond_limits,medium,"Kosovo FY2023: year-over-year change of +182% is above the expected range -60% to +92% (learned from FY2010-2019, where a typical year was -12%); that is 4.5 robust sigmas from the typical year (limits sit at 3), so 1.5 beyond the +92% limit.",4.465056328459902,Kosovo FY2021-2024
B_growth,Papua New Guinea,2022,1.9911676380957322,0.1065470357800023,-1.1794866955002163,1.3925807670602208,0.42867791042673953,4.3963557637939195,9,beyond_limits,medium,"Papua New Guinea FY2022: year-over-year change of +632% is above the expected range -69% to +303% (learned from FY2010-2019, where a typical year was +11%); that is 4.4 robust sigmas from the typical year (limits sit at 3), so 1.4 beyond the +303% limit.",4.3963557637939195,Papua New Guinea FY2022-2023
B_growth,Honduras,2020,2.20128320379601,-0.1493331468281519,-1.76468663029365,1.4660203366373463,0.538451161155166,4.365514498253226,9,beyond_limits,medium,"Honduras FY2020: year-over-year change of +804% is above the expected range -83% to +333% (learned from FY2010-2019, where a typical year was -14%); that is 4.4 robust sigmas from the typical year (limits sit at 3), so 1.4 beyond the +333% limit.",4.365514498253226,Honduras FY2020
B_growth,Afghanistan,2023,-3.172976934410284,-0.05711499076590529,-2.2020371877659053,2.087807206234095,0.7149740656666667,-4.358006944963858,9,beyond_limits,medium,"Afghanistan FY2023: year-over-year change of -96% is below the expected range -89% to +707% (learned from FY2010-2019, where a typical year was -6%); that is 4.4 robust sigmas from the typical year (limits sit at 3), so 1.4 beyond the -89% limit.",4.358006944963858,Afghanistan FY2023-2024
B_growth,Guyana,2025,-2.6135948022509754,0.2994305144382892,-1.7131768930063422,2.312037921882921,0.6708691358148772,-4.342166245509167,9,beyond_limits,medium,"Guyana FY2025: year-over-year change of -93% is below the expected range -82% to +909% (learned from FY2010-2019, where a typical year was +35%); that is 4.3 robust sigmas from the typical year (limits sit at 3), so 1.3 beyond the -82% limit.",4.342166245509167,Guyana FY2025
B_growth,Niger,2024,-1.6233818379432339,0.04417281312167401,-1.1358906253252328,1.224236251568581,0.3933544794823023,-4.239317811404088,9,beyond_limits,medium,"Niger FY2024: year-over-year change of -80% is below the expected range -68% to +240% (learned from FY2010-2019, where a typical year was +5%); that is 4.2 robust sigmas from the typical year (limits sit at 3), so 1.2 beyond the -68% limit.",4.239317811404088,Niger FY2024-2025
B_growth,"Congo, Democratic Republic of",2024,-0.6752581817750808,-0.028563259704404115,-0.48741582329205935,0.43028930388325115,0.15295085452921842,-4.228122321128566,9,beyond_limits,medium,"Congo, Democratic Republic of FY2024: year-over-year change of -49% is below the expected range -39% to +54% (learned from FY2010-2019, where a typical year was -3%); that is 4.2 robust sigmas from the typical year (limits sit at 3), so 1.2 beyond the -39% limit.",4.228122321128566,"Congo, Democratic Republic of FY2023-2025"
B_growth,Cameroon,2022,0.35241789184244615,-0.037046733729382796,-0.3137117083026979,0.23961824084393232,0.09222165819110505,4.223136226468259,9,beyond_limits,medium,"Cameroon FY2022: year-over-year change of +42% is above the expected range -27% to +27% (learned from FY2010-2019, where a typical year was -4%); that is 4.2 robust sigmas from the typical year (limits sit at 3), so 1.2 beyond the +27% limit.",4.223136226468259,Cameroon FY2020-2022
B_growth,Papua New Guinea,2020,-1.6530447675554012,0.1065470357800023,-1.1794866955002163,1.3925807670602208,0.42867791042673953,-4.104694365015842,9,beyond_limits,medium,"Papua New Guinea FY2020: year-over-year change of -81% is below the expected range -69% to +303% (learned from FY2010-2019, where a typical year was +11%); that is 4.1 robust sigmas from the typical year (limits sit at 3), so 1.1 beyond the -69% limit.",4.104694365015842,Papua New Guinea FY2020
